crawlid,url,userinfo,message,pros,cons,title,make,model
1553,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15257&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y carfreakfromla","lkvhadfiupvnaeiuofvhnslxckdjniaodfu bioeaurghfljvksdncpiaugdfpvjakdnca ","everything 
","nothing 
","BAAAAAAALLLSS by carfreakfromla on 11/17/2013. Trim: 2012 Maserati GranTurismo Sport Convertible, Owned less than 1 year. Useful? ",maserati,"gran turismo"
1554,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15257&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","10/10 ","It's loud, fast, and makes everyone want to be you!! 
","the infotainment system. 
","EXOTIC CAR FINDER by An MSN Autos Consumer on 11/16/2013. Trim: 2012 Maserati GranTurismo MC, Owned less than 1 year. Useful? ",maserati,"gran turismo"
1555,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15257&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Casey","lkvhadfiupvnaeiuofvhnslxckdjniaodfu bioeaurghfljvksdncpiaugdfpvjakdnca ","nothing 
","everything 
","BAAAAAAAAAALLS by Casey on 11/13/2013. Trim: 2012 Maserati GranTurismo Sport Convertible. 2 ",maserati,"gran turismo"
1556,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15257&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Between my 2011 Bentley and my Maserati I always prefer to drive my Maserati 100% recommend ","The overall driving experience this car provides. Cannot be compared so much comfort and it can be aggressive when it needs to be 
","Absolutely nothing its wonderful 
","Perfect Driving Machine by An MSN Autos Consumer on 09/25/2013. Trim: 2012 Maserati GranTurismo Sport Convertible, Owned 1 year. 1 ",maserati,"gran turismo"
1557,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15257&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Mike","Love it would buy it again. ","This car gets a lot of attention! Its a real head turner.Sounds awesome! 
","Location of dealer. 
","Awesome ride for a (4) seater. by Mike on 09/14/2013. Trim: 2012 Maserati GranTurismo MC, Owned 1 year. Useful? ",maserati,"gran turismo"
1558,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15257&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","WOW! Love it! ","because it is amazzzing! i like avvery thing. 
","the only thing i do not like is the shift. 
","The great M by An MSN Autos Consumer on 03/14/2013. Trim: 2012 Maserati GranTurismo S Automatic. Useful? ",maserati,"gran turismo"
1559,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15160&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y M STAFF CAR","if you want a cheap investment by it ! The price is rt!!! ","fast, sleek and handles well on tight curves! 
","nothing 
",""" BENTL___WHO"" by M STAFF CAR on 05/18/2013. 1 ",maserati,quatraportte
1560,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15160&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y tank---Ct","luxury ","style status speed 
","cost mpg,tires $$ 
","italian status by tank---Ct on 01/18/2013. Trim: 2012 Maserati Quattroporte Sport GT S, Owned 1 year. Useful? ",maserati,quatraportte
1561,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14919&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Would recommend if price was more reasonable and build quality is improved ","-soft seats, many convenient and fun features-very customize-able (I had to choose from somewhere around 150 options) 
","-too small-too expensive for a car this size-the ride and handling does not outperform the competition-build quality and interior will wear down faster than expected-not expected to be as reliable as other Mercedes-owned vehicles (i.e. S-Class) 
","Can be much better by An MSN Autos Consumer on 05/01/2013. Trim: 2012 Maybach 57 S, Owned 2 years. 1 ",maybach,57
1562,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14919&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","Overall this is a great car it has a great interior and it also has a great look and awesome finish. ","Its a very good vehicle and it is for the people that can afford it..... Very luxurious and awesome interior rarely breaks down and its has stunning looks. 
","Some cons are, the car costs way too much and the handling and drive of the car isn't that great it is meant for comfort and style and sometimes protection. 
","A Great Luxury by An MSN Autos Consumer on 03/28/2013. Useful? ",maybach,57
1563,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14919&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y bfbruf g jv","terrible horrible car glad they are out of business ","None 
","The worst cars in existence. All a maybach is an elongated Mercedes s class with an extremely over done interior and a horrendous exterior I would not be caught dead in one of these automotive abominations. 
","the worst car in existence by bfbruf g jv on 02/06/2013. Useful? ",maybach,57
1564,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14919&search=MostRecent&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y your mom","peng ","peng 
","none 
","simply peng by your mom on 10/02/2012. Trim: 2012 Maybach 57 Sedan, Owned less than 1 year. 6 ",maybach,57
1565,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Harri","HORRIBLE ","nothing at all 
","it is absolutely terrible, I spent so much money on this thing and here it is the control is absolutely garbage and the inside looks hideous 
","Worst Car by Harrison from Augusta, Maine on 08/24/2012. Owned less than 1 year. 7 ",maybach,62
1566,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Hugh Jass","far too many people find it affordable ","the way the liitle people wish they were me 
","i am not the only person with one 
","becoming a commoners car by Hugh Jass on 10/22/2013. Trim: 2012 Maybach 62 Sedan, Owned less than 1 year. 1 ",maybach,62
1567,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","meh ","none 
","I own two and have had several issues. The main issue is seatbelt comfort on my shoulder. My driver is horrible so I always wear a seeetbeelt. He's from Mexeco. 
","Not so goud by An MSN Autos Consumer on 12/08/2012. Owned less than 1 year. 1 ",maybach,62
1568,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y egg","Don't recommend it. ","The appearance and comfy seats 
","It broke down a few times and isn't very reliable. 
","Popcorn by egg on 10/24/2013. Trim: 2012 Maybach 62 Sedan, Owned 2 years. Useful? ",maybach,62
1569,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Ja","Find away to lower the price and change BMW looks and it will be a spot on car that every one will be lineing up to buy . ","Vary nice and well put together all in all very sporty and sleek looking car . 
","Look's like a BMW a little too much and priced too high for most pepole to be able to buy wich is ashame for such a very nice car . 
","'' One of the best luxury cars yet '' by Jason from virginia on 10/03/2013. Trim: 2012 Maybach 62 Sedan. Useful? ",maybach,62
1570,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y bfbruf g jv","Awful ","None 
","Everything, this car is terrible not any question as to why they went out of business 
","worst car in existence by bfbruf g jv on 03/13/2013. Useful? ",maybach,62
1571,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Cowboy from Southlake Texas","BEST ever will buy again ","This is the best Limo I have ever owned . My driver has been driving for over thirty years and he said it is the BEST ever. Will buy again 
","nothing 
","The finest car built by Cowboy from Southlake Texas on 02/13/2013. Trim: 2012 Maybach 62 S, Owned 1 year. Useful? ",maybach,62
1572,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Jaguar","The best car ever, it's often mistaken for a limo. ","Everything! 
","Nothing 
","My limo by Jaguar oner from stl on 01/27/2013. Trim: 2012 Maybach 62 Sedan, Owned 1 year. Useful? ",maybach,62
1573,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14910&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Jaguar","My driver says it is the best car he ever drove. ","It is the most comfortable car I've ever rode in. Better than Rolls-Royce or Bentley. 
","Nothing, My Maybach 62 is amazing. 
","Better than Rolls-Royce & Bentley! by Jaguar oner from stl on 01/27/2013. Trim: 2012 Maybach 62 S, Owned 2 years. Useful? ",maybach,62
1574,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15297&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Rachel's sis from Gro","Want a great awd suv that looks, great, is powerful and gives you 30+ miles per gallon? Look no further... My sister is buying one this weekend. After driving with me to Maine, she fell in love with it. ","Smooth ride, extremely agile and peppy. The new stronger 2.5 motor is awesome. Great stereo sound with easy to use Bluetooth. Very comfortable on long trips and it looks great!! I get compliments wherever I go and the first long trip to Maine, I averaged 32.7 mpg overall even though it was rated at 30 highway ! Test drove the CRV (tinny and boring) and traded in my 2010 Rav4 which only got me 22-23 mpg. What a disappointment... Got a great deal from Wayne B. at Northend Mazda in Lunenburg! 
","I have only owned it for 3 weeks and I have yet to find a con. If I had to look for a con, I would say that it is a bit noisy for the first 40-45 seconds while the engine preheats. 
","A wonderful ride and awesome fuel economy. by Rachel's sis from Groton on 02/16/2013. Trim: 2014 Mazda CX-5 Touring AWD, Owned less than 1 year. 48 ",mazda,cx5
1575,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15297&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y TENNISFAN","HIGHLY RECOMMEND ","GREAT STYLING. 2.5 LITER ENGINE MAKES A BIG DIFFERENCE. AWD WORKS QUITE WELL. 
","NOTHING YET 
","GREAT SMALL CUV/SUV by TENNISFAN on 02/03/2013. Trim: 2014 Mazda CX-5 Touring AWD, Owned less than 1 year. 12 ",mazda,cx5
1576,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15297&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y scottoworn,Murray,Utah","A Rav4 does not come close to this car! Spend the extra and get the Grand Touring-it is well worth it! The CX-5 with the 2.5 really does drive like a sports car. It handles almost as well as my Miata did. ","The 2.5 L Skyactive engine seems to have more torque then what my 2008 MX-5 Miata had.The Bose 9 speaker sound system rocks! I have 500 complete CD's ripped on my smart phone so I listen to all of them via blue tooth. I no longer own any CD's so this makes a lot of sense. The leather seats are very comfortable and the front heated seats are nice to have in Utah. In snow or mud this is unstoppable. This car even has radar to warn you if a car is in your blindspot. This is the first Mazda to use the new design theme: 'KODO - Soul of Motion'. 
","There are none! 
","2014 CX-5 rocks and the Rav4 doesn't come close! by scottoworn,Murray,Utah on 03/06/2013. Trim: 2014 Mazda CX-5 Grand Touring AWD, Owned less than 1 year. 11 ",mazda,cx5
1577,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15297&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ","2013 CX-5 will be less expensive but getting the 2.5 2014 is well worth the extra cost. I don't believe anything else changed between the 2013 and 2014 SUVs. ","2013 Mazda CX-5 was under serious consideration. I loved the styling and the features that come as standard, such as Blind spot monitoring . Everyone loved the car, and the only issue was that it was under powered with the 2.0. Mazda listened to it's customers and added 2.5 engine to the 2014. It's quieter and has a lot more pep especially went entering the freeway. The vehicle is comfortable to ride in and the gas mileage has been good. 
","None 
","2014 Mazda CX-5 SUV, Great vehicle! by montgor1 from Minneapolis on 02/03/2013. Trim: 2014 Mazda CX-5 Grand Touring AWD, Owned less than 1 year. 11 ",mazda,cx5
